line_shape,mean_coverage_real,mean_coverage_jitter,mean_gap_real,mean_gap_jitter,g11c_zscore
Gaussian,0.1267942583732057,0.12918660287081335,0.10383988320604026,0.10678962232487636,11.052621891035905
Lorentzian,0.10047846889952149,0.10526315789473681,0.12133494033213726,0.19706614721708474,10.49999079648411
