p_GPa,B_star_detected,R_at_Bstar,d2R_dB2_at_Bstar
0.0001,26.611382765531058,143.07729461728283,21.308288001134926
0.5,29.40573146292585,147.70996165567067,-3.219507473986747
1.0,29.58601202404809,154.49307572583467,-2.5852358752590066
1.5,33.19162324649299,157.49426324258712,11.706513888930683
2.0,34.994428857715434,162.97046459623868,6.172025901438849
